[2026-04-08T02:15:44.645Z] GET https://github.com/trending?since=weekly → pending (?ms, ?B)
[2026-04-08T02:16:10.710Z] GET https://github.githubassets.com/assets/33684-8c0b5018276812ee.js → 200 (?ms, 8404B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/18222-498ac30c45b2263a.js → 200 (?ms, 54941B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/96755-8619cf5f811a4353.js → 200 (?ms, 9556B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/4916-0bfc34c2a17f11be.js → 200 (?ms, 5354B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/24787-791cfb59d6b5d03c.js → 200 (?ms, 9481B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/17363-9d3b6dc38025c8e2.js → 200 (?ms, 14645B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/13333-2a2decebccdb5c1f.js → 200 (?ms, 13017B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/1097-b805267515cb2087.js → 200 (?ms, 16917B)
[2026-04-08T02:16:10.711Z] GET https://github.githubassets.com/assets/5289-399a52981b09bfae.js → 200 (?ms, 15899B)
[2026-04-08T02:16:10.712Z] GET https://github.githubassets.com/assets/99008-a72c5aa4af4fe634.js → 200 (?ms, 10645B)
[2026-04-08T02:16:10.712Z] GET https://github.githubassets.com/assets/92141-d0d22dca59a46461.js → 200 (?ms, 19300B)
[2026-04-08T02:16:10.712Z] GET https://github.githubassets.com/assets/73523-2d04b939b58c75b2.js → 200 (?ms, 15036B)
[2026-04-08T02:16:10.712Z] GET https://github.githubassets.com/assets/49392-328489a0b1ecc841.js → 200 (?ms, 13692B)
[2026-04-08T02:16:10.712Z] GET https://github.githubassets.com/assets/28599-d6a2bf286b7a7be1.js → 200 (?ms, 12933B)
[2026-04-08T02:16:10.712Z] GET https://github.githubassets.com/assets/49972-40a4b0a31a6433a6.js → 200 (?ms, 14398B)
[2026-04-08T02:16:10.713Z] GET https://github.githubassets.com/assets/68566-c62e4fd9489adbb0.js → 200 (?ms, 73726B)
[2026-04-08T02:16:10.713Z] GET https://github.githubassets.com/assets/21384-29807ad3e7f4043d.js → 200 (?ms, 33548B)
[2026-04-08T02:16:10.713Z] GET https://github.githubassets.com/assets/23317-cf160f1428d9be3f.js → 200 (?ms, 29425B)
[2026-04-08T02:16:10.713Z] GET https://github.githubassets.com/assets/50110-4385e3caef0c7e52.js → 200 (?ms, 13597B)
[2026-04-08T02:16:10.714Z] GET https://github.githubassets.com/assets/26497-9148c179f4895871.js → 200 (?ms, 92435B)
[2026-04-08T02:16:10.714Z] GET https://github.githubassets.com/assets/70198-f5d05a1cadc9d1ab.js → 200 (?ms, 52906B)
[2026-04-08T02:16:10.714Z] GET https://github.githubassets.com/assets/45106-197ebc11e66a756f.js → 200 (?ms, 15992B)
[2026-04-08T02:16:10.714Z] GET https://github.githubassets.com/assets/38781-afa4dc50404d0adb.js → 200 (?ms, 243985B)
[2026-04-08T02:16:10.716Z] GET https://github.githubassets.com/assets/code-view-66fcc1ea62e11589.js → 200 (?ms, 161411B)
[2026-04-08T02:16:10.716Z] GET https://github.githubassets.com/assets/primer-react-css.79cea627ecb8f959.module.css → 200 (1ms, 277208B)
[2026-04-08T02:16:10.717Z] GET https://github.githubassets.com/assets/92141.14f67539e616d3dd.module.css → 200 (?ms, 9294B)
[2026-04-08T02:16:10.717Z] GET https://github.githubassets.com/assets/70198.19767af58e401ba6.module.css → 200 (?ms, 18962B)
[2026-04-08T02:16:10.717Z] GET https://github.githubassets.com/assets/38781.405c5ecc50632f9a.module.css → 200 (?ms, 55369B)
[2026-04-08T02:16:10.717Z] GET https://github.githubassets.com/assets/code-view.981ecb3e95d80908.module.css → 200 (?ms, 21070B)
[2026-04-08T02:16:10.718Z] GET https://github.githubassets.com/assets/75999-af2e3ea53e208314.js → 200 (?ms, 17151B)
[2026-04-08T02:16:10.718Z] GET https://github.githubassets.com/assets/42656-94271233114fb826.js → 200 (?ms, 8686B)
[2026-04-08T02:16:10.718Z] GET https://github.githubassets.com/assets/notifications-subscriptions-menu-2037df81bb0fb115.js → 200 (?ms, 6701B)
[2026-04-08T02:16:10.718Z] GET https://github.githubassets.com/assets/notifications-subscriptions-menu.d14124df928c0132.module.css → 200 (1ms, 2939B)
[2026-04-08T02:16:10.719Z] GET https://github.githubassets.com/assets/keyboard-shortcuts-dialog.f581ff34f52b4167.module.css → 200 (?ms, 331B)
[2026-04-08T02:16:10.719Z] GET https://github.githubassets.com/assets/46752-46c707717fcbe6a9.js → 200 (?ms, 69801B)
[2026-04-08T02:16:10.719Z] GET https://github.githubassets.com/assets/86735-f3e914a229b8e278.js → 200 (?ms, 10376B)
[2026-04-08T02:16:10.719Z] GET https://github.githubassets.com/assets/sessions-2f8b9c6ac9ed412d.js → 200 (?ms, 15445B)
[2026-04-08T02:16:10.719Z] GET https://github.githubassets.com/assets/marketing-navigation.5b4138cab2f44179.module.css → 200 (?ms, 10698B)
[2026-04-08T02:16:10.719Z] GET https://github.com/luongnv89/claude-howto/raw/main/resources/logos/claude-howto-logo.svg → 302 (351ms, ?B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/38d44aae77ab5afafce53b9422ef9a3d5d8b526e4f97720a995e0db37152bf92/68747470733a2f2f696d672e736869656c64732e696f2f62616467652f4769744875622df09f94a5253230253233312532305472656e64696e672d707572706c653f7374796c653d666f722d7468652d6261646765266c6f676f3d676974687562 → 200 (88ms, 1842B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/bb96f21d29a3995c2886a2bb8c418c525c9449f9430401aee35eaa85d3398984/68747470733a2f2f696d672e736869656c64732e696f2f6769746875622f73746172732f6c756f6e676e7638392f636c617564652d686f77746f3f7374796c653d666c617426636f6c6f723d676f6c64 → 200 (105ms, 1283B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/4fec28d06fd286fbfe0a0a6bd004da03c70b47a089d58979b44a9ca12d815f17/68747470733a2f2f696d672e736869656c64732e696f2f6769746875622f666f726b732f6c756f6e676e7638392f636c617564652d686f77746f3f7374796c653d666c6174 → 200 (118ms, 1293B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/08cef40a9105b6526ca22088bc514fbfdbc9aac1ddbf8d4e6c750e3a88a44dca/68747470733a2f2f696d672e736869656c64732e696f2f62616467652f4c6963656e73652d4d49542d626c75652e737667 → 200 (118ms, 1087B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/d73a2ab8463a87933d8b4a3f137ea29066bc5d21187fb2f16e0eb70b0352d940/68747470733a2f2f696d672e736869656c64732e696f2f62616467652f76657273696f6e2d322e332e302d627269676874677265656e → 200 (118ms, 1092B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/50c94aa738b2aa40861d012e24abfa0e76b6c6860525bdc6f0ed2e035bc5eca0/68747470733a2f2f696d672e736869656c64732e696f2f62616467652f436c617564655f436f64652d322e312b2d707572706c65 → 200 (118ms, 1109B)
[2026-04-08T02:16:10.719Z] GET https://camo.githubusercontent.com/fc7eeec95a828cf99c29af90bdda00f485f11545804bdccc8bd038f92fefaf55/68747470733a2f2f6170692e737461722d686973746f72792e636f6d2f7376673f7265706f733d6c756f6e676e7638392f636c617564652d686f77746f26747970653d44617465 → 200 (209ms, 64575B)
[2026-04-08T02:16:10.720Z] GET https://github.githubassets.com/assets/buy_me_a_coffee-63ed78263f6e.svg → 200 (351ms, 6494B)
[2026-04-08T02:16:10.797Z] GET https://github.githubassets.com/assets/chunk-81053-4b979968b5019472.js → 200 (?ms, 54217B)
[2026-04-08T02:16:10.823Z] GET https://github.com/luongnv89/claude-howto/latest-commit → 200 (399ms, 1021B)
[2026-04-08T02:16:10.823Z] GET https://github.com/luongnv89/claude-howto/tree-commit-info → 200 (399ms, 149746B)
[2026-04-08T02:16:10.823Z] GET https://github.com/luongnv89/claude-howto/recently-touched-branches → 200 (361ms, 58B)
[2026-04-08T02:16:10.823Z] GET https://github.com/luongnv89/claude-howto/branch-and-tag-count → 200 (382ms, 23B)
[2026-04-08T02:16:10.890Z] GET https://github.githubassets.com/assets/chunk-51591-1317e890ac47146b.js → 200 (?ms, 17786B)
[2026-04-08T02:16:10.891Z] GET https://github.githubassets.com/assets/chunk-34877-fdaec2d7ab775509.js → 200 (?ms, 831B)
[2026-04-08T02:16:10.891Z] GET https://github.githubassets.com/assets/chunk-36423-7610f7b55bc7f34d.js → 200 (?ms, 11314B)
[2026-04-08T02:16:10.891Z] GET https://github.githubassets.com/assets/62758-90f5c6b8a7745117.js → 200 (?ms, 14671B)
[2026-04-08T02:16:10.891Z] GET https://github.githubassets.com/assets/chunk-82097-6038f37a0b084c85.js → 200 (?ms, 8842B)
[2026-04-08T02:16:10.891Z] GET https://github.githubassets.com/assets/2694-eb7c55471169d0e6.js → 200 (?ms, 24001B)
[2026-04-08T02:16:10.891Z] GET https://github.githubassets.com/assets/chunk-23482-b4ecd06fede12e66.js → 200 (?ms, 12159B)
[2026-04-08T02:16:10.892Z] GET https://github.githubassets.com/assets/chunk-57335-95eca4aef7d7626c.js → 200 (?ms, 54395B)
[2026-04-08T02:16:10.892Z] GET https://github.githubassets.com/assets/chunk-49319-60c0ab1122ff1c9f.js → 200 (82ms, 2267B)
[2026-04-08T02:16:10.894Z] GET https://github.githubassets.com/assets/55077-5c9ca4985817e0f1.js → 200 (?ms, 32175B)
[2026-04-08T02:16:10.894Z] GET https://github.githubassets.com/assets/chunk-78326-75c5610d70c5d5ec.js → 200 (2ms, 362B)
[2026-04-08T02:16:10.896Z] GET https://github.githubassets.com/assets/chunk-50050-27220c8ab6a21ca6.js → 200 (?ms, 678B)
[2026-04-08T02:16:10.899Z] GET https://github.githubassets.com/assets/chunk-59342-22b35be0f861385c.js → 200 (?ms, 648B)
[2026-04-08T02:16:10.899Z] GET https://github.githubassets.com/assets/chunk-54704-99dfdb910e72ad04.js → 200 (?ms, 7469B)
[2026-04-08T02:16:10.899Z] GET https://github.githubassets.com/assets/chunk-69038-ede883175639abbd.js → 200 (?ms, 573B)
[2026-04-08T02:16:10.899Z] GET https://github.githubassets.com/assets/chunk-46661-ffaf826ae5730065.js → 200 (?ms, 10201B)
[2026-04-08T02:16:10.899Z] GET https://github.githubassets.com/assets/3612-2ae11a4cd2d8e228.js → 200 (1ms, 9880B)
[2026-04-08T02:16:10.900Z] GET https://github.githubassets.com/assets/36302-266475991428a1b7.js → 200 (?ms, 9575B)
[2026-04-08T02:16:10.900Z] GET https://github.githubassets.com/assets/38963.f70dfea92b138b01.module.css → 200 (?ms, 311B)
[2026-04-08T02:16:10.900Z] GET https://github.githubassets.com/assets/71236-ed1398bff632952c.js → 200 (?ms, 11429B)
[2026-04-08T02:16:10.900Z] GET https://github.githubassets.com/assets/28174-86d8b64c92c04430.js → 200 (?ms, 85268B)
[2026-04-08T02:16:10.901Z] GET https://github.githubassets.com/assets/86361-6b377f3dc9565471.js → 200 (?ms, 17891B)
[2026-04-08T02:16:10.901Z] GET https://github.githubassets.com/assets/70168.374ce4e648336309.module.css → 200 (?ms, 10683B)
[2026-04-08T02:16:10.909Z] GET https://github.com/luongnv89/claude-howto/sponsor_button → 200 (371ms, 4382B)
[2026-04-08T02:16:10.909Z] GET https://github.com/luongnv89/claude-howto/hovercards/citation/sidebar_partial?tree_name=main → 204 (385ms, ?B)
[2026-04-08T02:16:10.909Z] GET https://github.com/luongnv89/claude-howto/sponsors_list?block_button=false&current_repository=claude-howto → 200 (401ms, 2298B)
[2026-04-08T02:16:10.909Z] GET https://github.com/luongnv89/claude-howto/packages_list?current_repository=claude-howto → 200 (401ms, 400B)
[2026-04-08T02:16:10.909Z] GET https://github.com/luongnv89/claude-howto/contributors_list?current_repository=claude-howto&deferred=true → 200 (313ms, 5239B)
[2026-04-08T02:16:10.947Z] GET https://github.com/luongnv89/claude-howto/refs?type=branch → 200 (358ms, 66B)
[2026-04-08T02:16:10.947Z] GET https://github.com/luongnv89/claude-howto/overview-files/main → 200 (506ms, 248174B)
[2026-04-08T02:16:10.947Z] GET https://github.githubassets.com/assets/39007.fa471facf86f7401.module.css → 200 (?ms, 1687B)
[2026-04-08T02:16:10.948Z] GET https://github.githubassets.com/assets/chunk-39007-4109765d7ab6619c.js → 200 (?ms, 3741B)
[2026-04-08T02:16:10.981Z] GET https://github.githubassets.com/assets/chunk-85825-b95e00c532a6f285.js → 200 (?ms, 43838B)
[2026-04-08T02:16:10.981Z] GET https://github.githubassets.com/assets/appearance-settings.6f14ff9973550c9e.module.css → 200 (?ms, 5899B)
[2026-04-08T02:16:11.031Z] GET https://github.githubassets.com/assets/53160-2302d0b8388192b0.js → 200 (?ms, 15507B)
[2026-04-08T02:16:11.031Z] GET https://github.githubassets.com/assets/37160-72dc5a515abc7d3b.js → 200 (?ms, 10415B)
[2026-04-08T02:16:11.031Z] GET https://github.githubassets.com/assets/71849.38231ebf5311d902.module.css → 200 (?ms, 5885B)
[2026-04-08T02:16:11.040Z] GET https://github.githubassets.com/assets/61975.bf2bb705802183ac.module.css → 200 (?ms, 1372B)
[2026-04-08T02:16:11.040Z] GET https://github.githubassets.com/assets/chunk-61975-77ccc5aab483e9dd.js → 200 (?ms, 3878B)
[2026-04-08T02:16:11.071Z] GET https://raw.githubusercontent.com/luongnv89/claude-howto/main/resources/logos/claude-howto-logo.svg → 200 (136ms, 3023B)
[2026-04-08T02:16:11.210Z] POST https://collector.github.com/github/collect → 204 (303ms, ?B)
[2026-04-08T02:16:11.217Z] POST https://api.github.com/_private/browser/stats → 200 (335ms, ?B)
[2026-04-08T02:16:11.218Z] POST https://collector.github.com/github/collect → 204 (280ms, ?B)
[2026-04-08T02:16:11.232Z] GET https://avatars.githubusercontent.com/u/3288457?v=4&size=40 → 200 (204ms, 1123B)
[2026-04-08T02:16:11.232Z] GET https://avatars.githubusercontent.com/u/81847?s=64&v=4 → 200 (?ms, 2980B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/3288457?s=64&v=4 → 200 (204ms, 1640B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/1795778?s=64&v=4 → 200 (203ms, 1871B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/5405744?s=64&v=4 → 200 (205ms, 2171B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/151589547?s=64&v=4 → 200 (205ms, 8639B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/11846339?s=64&v=4 → 200 (205ms, 1636B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/20180924?s=64&v=4 → 200 (205ms, 7994B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/45964239?s=64&v=4 → 200 (205ms, 1641B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/u/180888435?s=64&v=4 → 200 (205ms, 1533B)
[2026-04-08T02:16:11.233Z] GET https://avatars.githubusercontent.com/in/1143301?s=64&v=4 → 200 (203ms, 3577B)
[2026-04-08T02:16:11.281Z] GET https://github.com/luongnv89/claude-howto/funding_links?fragment=1 → 200 (311ms, 4575B)
[2026-04-08T02:16:11.290Z] GET https://github.githubassets.com/assets/chunk-45350-fb9a0297b5cc40c6.js → 200 (184ms, 744B)
[2026-04-08T02:16:11.593Z] GET https://avatars.githubusercontent.com/u/3288457?s=80&v=4 → pending (?ms, ?B)
[2026-04-08T02:16:16.218Z] POST https://collector.github.com/github/collect → 204 (277ms, ?B)
